evento_id,timestamp_evento,timestamp_resolucion,ip_origen,ip_destino,puerto_destino,protocolo,tipo_evento,categoria,severidad,sistema_afectado,sistema_operativo,pais_origen,usuario,analista_id,bytes_enviados,bytes_recibidos,accion_tomada,tiempo_respuesta_min,falso_positivo,resuelto
EVT100889,03/24/2024 09:52,2024-03-24 19:49:05,221.105.185.231,10.4.15.87,23.0,SMB,Login fallido,Autenticación,Baja,WS-FIN-022,Windows 11 Pro,Ucrania,user_gonzalez68,ANA004,752666,1153931,Bloqueado,597,FALSE,TRUE
EVT103360,2024-02-24 11:38:51,,134.228.89.193,10.0.40.48,22.0,ICMP,Acceso no autorizado,Control de acceso,Alta,SRV-AD-REPLICA,Windows Server 2022,Rusia,user_flores47,ANA009,679118,465686,Bloqueado,136,FALSE,FALSE
EVT103678,2024-09-18 17:48:18,2024-09-18 18:49:18,167.223.172.36,10.2.6.24,25.0,FTP,Phishing detectado,Ingeniería social,Alta,SRV-AD-PRIMARY,Windows Server 2022,México,user_gonzalez99,ANA012,4414194,486583,Bloqueado,61,FALSE,TRUE
EVT105432,2024-08-25 15:41:58,2024-08-25 18:13:58,45.67.177.70,10.10.6.75,22.0,UDP,Fuerza bruta,Autenticación,Alta,FW-PERIMETRO,Fortinet FortiOS,china,user_perez47,ANA015,248879,1215752,Cuarentenado,152,FALSE,TRUE
EVT103195,2024-01-01 14:04:16,2024-01-02 0:33:16,10.7.36.186,10.3.13.234,23.0,ICMP,Login fallido,Autenticación,Baja,NAS-BACKUP-01,Synology DSM,México,user_martinez11,ANA014,1879437,434810,Cuarentenado,629,FALSE,TRUE
EVT102313,2024-03-08 10:33:54,2024-03-09 10:23:54,151.208.82.131,10.7.14.53,22.0,HTTPS,Login exitoso,Autenticación,BAJA,APP-ERP-PROD,Windows Server 2019,China,user_flores47,ANA007,4692023,770297,Alertado,4617,TRUE,TRUE
EVT102422,2024-07-05 12:41:41,2024-07-05 14:08:41,103.155.94.176,10.1.20.75,8443.0,HTTPS,Movimiento lateral,Post-explotación,Alta,SRV-DB-PROD,Linux CentOS 8,India,user_perez47,ANA010,132573,450223,Alertado,87,FALSE,TRUE
EVT105484,2024-01-11 11:15:59,,66.15.50.201,10.5.17.172,25.0,TCP,Phishing detectado,Ingeniería social,Media,SRV-MAIL-01,Windows Server 2019,Ucrania,user_garcia52,ANA003,3425169,1510061,Bloqueado,49,FALSE,FALSE
EVT104520,2024-02-25 0:22:45,2024-02-25 9:57:45,66.253.157.197,10.9.22.147,22.0,SSH,Escaneo de red,Reconocimiento,Baja,WS-RH-005,Windows 10 Pro,Corea del Norte,user_rodriguez82,ANA012,3063562,579169,Bloqueado,575,FALSE,TRUE
EVT102570,2024-06-13 22:17:38,2024-06-14 5:40:38,10.9.42.52,10.7.25.162,23.0,ICMP,Escaneo de red,Reconocimiento,Media,NAS-BACKUP-01,Synology DSM,México,,ANA013,3372786,1508839,Bloqueado,443,FALSE,TRUE
EVT102357,2024-02-10 19:29:05,2024-02-10 20:30:05,10.10.16.202,10.3.39.154,1433.0,HTTP,Login fallido,Autenticación,Media,WS-RH-005,Windows 10 Pro,México,user_rodriguez95,ANA013,25010817,537500,En revisión,61,FALSE,TRUE
EVT102664,2024-04-19 14:11:23,,151.160.38.35,10.10.46.125,443.0,UDP,Ransomware,Post-explotación,Alta,SRV-AD-REPLICA,Windows Server 2022,Rusia,user_garcia52,ANA007,1105909,1910260,Cuarentenado,176,FALSE,FALSE
EVT105462,2024-01-19 11:27:39,2024-01-19 11:38:39,213.13.144.88,10.3.36.251,80.0,TCP,Acceso no autorizado,Control de acceso,Crítica,NAS-BACKUP-01,Synology DSM,Rumania,user_perez86,ANA004,686070,809589,Bloqueado,11,FALSE,TRUE
EVT100416,2024-10-07 20:21:42,2024-10-08 2:19:42,66.115.113.135,10.1.28.73,8443.0,FTP,Inyección SQL,Web,Media,SRV-AD-PRIMARY,Windows Server 2022,Alemania,user_sanchez83,ANA005,1241536,1782685,Permitido,358,TRUE,TRUE
EVT102807,2024-01-03 18:15:45,,10.5.28.126,10.10.19.192,53.0,SMB,DDoS,Disponibilidad,Crítica,SRV-WEB-02,Linux Ubuntu 22.04,México,user_hernandez20,ANA005,3695279,1953502,Bloqueado,39,FALSE,FALSE
EVT102921,2024-07-14 10:09:03,2024-07-14 12:48:03,203.243.143.210,10.9.26.162,8443.0,FTP,Inyección SQL,Web,Alta,WS-RH-005,Windows 10 Pro,Rumania,user_gonzalez13,ANA004,1634356,755912,Alertado,159,TRUE,TRUE
EVT101350,2024-09-13 10:35:48,2024-09-13 23:05:48,221.171.146.213,10.1.3.30,21.0,SMB,Login exitoso,Autenticación,Baja,FW-PERIMETRO,Fortinet FortiOS,Rusia,user_rodriguez39,ANA008,695637,1227376,Bloqueado,750,FALSE,TRUE
EVT100856,03/02/2024 7:03,2024-03-02 7:36:42,167.131.57.180,10.0.17.254,25.0,RDP,Acceso no autorizado,Control de acceso,Alta,WS-IT-031,macOS Ventura,México,,ANA011,702436,1373843,Alertado,33,FALSE,TRUE
EVT100179,2024-09-04 14:12:43,2024-09-04 18:19:43,185.188.254.29,10.6.39.37,3389.0,TCP,Inyección SQL,Web,Media,WS-FIN-014,Windows 11 Pro,México,user_lopez21,ANA010,4587093,1150803,Cuarentenado,247,FALSE,TRUE
EVT104842,2024-02-19 15:30:11,,10.4.5.228,10.1.43.243,3306.0,SSH,DDOS,Disponibilidad,Crítica,SRV-AD-PRIMARY,Windows Server 2022,México,user_hernandez13,ANA014,4249524,1548395,Bloqueado,48,TRUE,FALSE
EVT103939,2024-11-23 9:14:21,2024-11-23 9:21:21,195.104.206.20,10.2.30.239,3389.0,TCP,Escalación de privilegios,Control de acceso,Crítica,FW-DMZ,Cisco ASA,Holanda,user_rodriguez78,ANA015,3124144,859754,Cuarentenado,7,FALSE,TRUE
EVT102576,2024-12-02 20:11:37,2024-12-02 21:09:37,10.3.28.170,10.2.6.8,25.0,HTTPS,Malware detectado,Malware,Alta,SRV-WEB-02,Linux Ubuntu 22.04,México,,ANA009,1709209,173850,Bloqueado,58,FALSE,TRUE
EVT102881,2024-08-20 17:46:59,2024-08-20 18:35:59,103.243.228.201,10.8.40.239,22.0,HTTP,Ransomware detectado,Malware,Crítica,FW-PERIMETRO,Fortinet FortiOS,Brasil,user_hernandez19,ANA004,893758,1637808,Alertado,49,FALSE,TRUE
EVT103916,2024-09-07 10:43:21,2024-09-08 2:54:21,66.242.132.215,10.8.47.138,21.0,SSH,Login fallido,Autenticación,Baja,SRV-VPNGATEWAY,Linux Debian 11,México,user_martinez11,ANA013,2381829,1033426,Alertado,971,TRUE,TRUE
EVT100734,2024-05-11 18:14:03,,185.103.18.222,10.10.43.220,3306.0,HTTPS,Login exitoso,Autenticación,Baja,SRV-DB-DEV,Linux CentOS 8,Rusia,user_garcia69,ANA008,1586387,1731412,Bloqueado,257,FALSE,FALSE
EVT103443,2024-06-23 7:33:11,2024-06-23 8:32:11,78.183.20.211,10.10.7.179,53.0,DNS,Ransomware detectado,Malware,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,Rusia,user_rodriguez95,ANA010,1911789,459337,En revisión,59,FALSE,TRUE
EVT100497,2024-05-27 7:57:59,2024-05-27 9:50:59,195.198.204.144,10.1.0.115,22.0,RDP,Phishing detectado,Ingeniería social,Media,WS-IT-031,macOS Ventura,Holanda,user_martinez60,ANA009,39255,490812,Alertado,113,TRUE,TRUE
EVT104983,2024-08-05 11:25:54,2024-08-05 17:58:54,221.16.78.34,10.9.16.131,22.0,DNS,XSS detectado,Web,Media,SWITCH-DIST-01,Cisco IOS,Russia,user_hernandez11,ANA011,676763,1030631,Alertado,393,FALSE,TRUE
EVT102481,2024-06-05 17:30:34,2024-06-05 18:36:34,221.116.156.63,10.7.21.14,8443.0,FTP,Acceso no autorizado,Control de acceso,Alta,APP-CRM-01,Linux Ubuntu 20.04,Brasil,user_ramirez52,ANA004,2518448,408511,En revisión,66,FALSE,TRUE
EVT103589,2024-06-25 8:48:55,2024-06-25 11:09:55,151.158.146.184,10.10.49.34,22.0,SSH,Escaneo de red,Reconocimiento,Media,APP-CRM-01,Linux Ubuntu 20.04,Rusia,user_rodriguez39,ANA001,460517,1577858,En revisión,141,FALSE,TRUE
EVT103505,2024-06-17 11:52:25,,203.235.124.209,10.10.13.191,445.0,HTTP,Login fallido,Autenticación,Baja,WS-IT-031,macOS Ventura,Rusia,user_martinez01,ANA001,1922307,1913713,Bloqueado,1369,FALSE,FALSE
EVT103023,2024-04-12 12:01:37,2024-04-12 12:20:37,134.2.161.64,10.4.27.191,22.0,UDP,RANSOMWARE DETECTADO,Malware,Crítica,SRV-DB-PROD,Linux CentOS 8,Holanda,,ANA009,1268367,935528,Cuarentenado,19,FALSE,TRUE
EVT100472,2024-06-21 9:00:45,2024-06-21 15:29:45,203.71.58.48,10.0.31.105,8080.0,FTP,PHISHING DETECTADO,Ingeniería social,Media,SRV-WEB-01,Linux Ubuntu 22.04,Corea del Norte,user_gonzalez83,ANA010,4296536,1106299,Alertado,389,TRUE,TRUE
EVT100737,2024-11-10 8:23:36,2024-11-10 8:53:36,103.8.27.137,10.10.26.254,1433.0,HTTPS,DDoS,Disponibilidad,Alta,NAS-BACKUP-01,Synology DSM,Ucrania,user_hernandez19,ANA012,4879400,1921043,Bloqueado,30,FALSE,TRUE
EVT104536,2024-07-03 4:57:25,2024-07-03 5:36:25,167.171.167.250,10.9.35.76,21.0,FTP,Fuerza bruta,Autenticación,Alta,WS-FIN-014,Windows 11 Pro,India,,ANA011,3373544,1665768,Alertado,39,FALSE,TRUE
EVT102145,05/07/2024 20:35,2024-05-08 20:03:43,45.14.214.247,10.3.46.227,53.0,HTTPS,XSS detectado,Web,Baja,SRV-AD-PRIMARY,Windows Server 2022,Corea del Norte,user_martinez60,ANA005,3055743,1568927,Permitido,1408,TRUE,TRUE
EVT104215,2024-02-04 2:23:28,2024-02-04 2:35:28,10.7.50.212,10.5.0.180,21.0,UDP,MALWARE DETECTADO,Malware,Alta,WS-FIN-022,Windows 11 Pro,México,user_rodriguez82,ANA001,399478,1708674,En revisión,12,FALSE,TRUE
EVT100473,2024-05-27 13:28:30,2024-05-27 18:17:30,167.107.217.196,10.2.2.238,25.0,HTTP,Login exitoso,Autenticación,Baja,ROUTER-CORE,Cisco IOS,Ucrania,user_hernandez51,ANA015,716538,520852,Permitido,289,TRUE,TRUE
EVT104055,2024-02-01 0:24:51,2024-02-01 0:36:51,10.8.30.73,10.6.17.215,80.0,RDP,Exfiltración de datos,Exfiltración,Crítica,WS-IT-031,macOS Ventura,México,user_perez47,ANA010,2908690,1578019,En revisión,12,FALSE,TRUE
EVT103918,2024-08-04 22:31:01,2024-08-05 1:14:01,221.166.198.244,10.10.16.19,443.0,SMB,Phishing detectado,INGENIERÍA SOCIAL,Media,NAS-BACKUP-01,Synology DSM,México,user_martinez92,ANA014,2475125,548483,Alertado,163,FALSE,TRUE
EVT104420,2024-10-25 21:50:29,,103.92.201.219,10.10.25.91,23.0,SMB,Escalación de privilegios,Control de acceso,Crítica,SRV-WEB-02,Linux Ubuntu 22.04,Alemania,,ANA014,979182,1773722,Cuarentenado,16,FALSE,FALSE
EVT101992,2024-10-08 15:54:31,2024-10-08 16:53:31,134.216.220.42,10.7.40.106,21.0,SMB,Exfiltración de datos,Exfiltración,Crítica,NAS-BACKUP-01,Synology DSM,Brasil,user_gonzalez50,ANA006,3999620,1899293,Bloqueado,59,FALSE,TRUE
EVT104449,2024-01-02 7:47:05,2024-01-02 13:18:05,10.7.38.131,10.4.28.161,1433.0,HTTPS,Login fallido,Autenticación,Baja,SRV-DB-DEV,Linux CentOS 8,México,,ANA009,309588,535206,Alertado,331,FALSE,TRUE
EVT103796,2024-02-09 22:21:58,2024-02-09 23:17:58,10.7.15.79,10.9.40.83,22.0,TCP,Movimiento lateral,Post-explotación,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,México,user_gonzalez50,ANA007,4104399,867652,Cuarentenado,56,FALSE,TRUE
EVT100272,2024-02-27 9:05:50,2024-02-27 15:58:50,213.247.117.165,10.6.16.133,5432.0,ICMP,Phishing detectado,Ingeniería social,Media,WS-IT-031,macOS Ventura,Irán,user_rodriguez78,ANA012,2894990,1109569,Alertado,413,FALSE,TRUE
EVT103467,2024-08-07 12:19:33,,78.151.174.78,10.4.18.216,8080.0,HTTPS,Ransomware detectado,Malware,Crítica,FW-DMZ,Cisco ASA,Corea del Norte,user_rodriguez82,ANA007,2392913,551810,Alertado,24,FALSE,FALSE
EVT100336,2024-03-17 12:33:00,,118.173.22.70,10.10.31.209,443.0,DNS,Inyección SQL,Web,Media,WS-IT-031,macOS Ventura,India,user_gonzalez68,ANA014,2934557,607738,Cuarentenado,239,FALSE,FALSE
EVT104689,2024-05-29 15:37:18,,221.62.180.1,10.8.20.49,5432.0,RDP,Acceso no autorizado,Control de acceso,Crítica,SRV-AD-REPLICA,Windows Server 2022,Rusia,user_flores47,ANA008,3426373,1075106,Cuarentenado,39,FALSE,FALSE
EVT104661,2024-08-27 15:42:28,2024-08-27 23:32:28,10.7.12.192,10.6.17.12,21.0,DNS,Login fallido,Autenticación,Media,NAS-BACKUP-01,Synology DSM,México,user_gonzalez64,ANA014,4409943,1648540,Cuarentenado,470,FALSE,TRUE
EVT102465,2024-11-22 19:16:47,2024-11-22 19:54:47,103.197.252.160,10.4.42.172,8080.0,HTTPS,Phishing detectado,Ingeniería social,Alta,WS-RH-005,Windows 10 Pro,México,user_garcia69,ANA003,2720548,1477511,Alertado,38,FALSE,TRUE
EVT103145,07-may-2024 12:18:59,2024-05-07 14:23:59,195.182.161.235,10.6.11.135,445.0,UDP,Exfiltración de datos,Exfiltración,Alta,WS-RH-005,Windows 10 Pro,India,user_gonzalez50,ANA012,220382,1431415,Cuarentenado,125,FALSE,TRUE
EVT100577,2024-05-31 17:50:01,2024-05-31 18:47:01,203.161.218.132,10.1.3.196,22.0,UDP,Ransomware detectado,Malware,Crítica,WS-RH-005,Windows 10 Pro,Holanda,user_gonzalez57,ANA011,3902803,589798,Bloqueado,57,FALSE,TRUE
EVT104787,2024-05-21 14:07:36,2024-05-21 18:54:36,195.117.157.121,10.6.11.240,22.0,DNS,Login fallido,Autenticación,Baja,SRV-DB-DEV,Linux CentOS 8,Corea del Norte,,ANA005,1807887,1496363,Cuarentenado,287,FALSE,TRUE
EVT100486,2024-08-09 18:29:01,2024-08-09 18:35:01,151.26.180.243,10.7.44.75,25.0,DNS,Acceso no autorizado,Control de acceso,Crítica,APP-ERP-PROD,Windows Server 2019,México,user_garcia69,ANA010,859770,1886308,En revisión,6,FALSE,TRUE
EVT100286,2024-06-17 7:44:54,,118.124.165.198,10.4.36.200,1433.0,DNS,Escalación de privilegios,Control de acceso,Alta,NAS-BACKUP-01,Synology DSM,COREA DEL NORTE,user_lopez87,ANA001,2130927,143941,En revisión,158,FALSE,FALSE
EVT104540,2024-03-30 8:23:47,2024-03-30 10:39:47,185.248.204.214,10.1.43.6,25.0,ICMP,DDoS,Disponibilidad,Alta,SRV-DB-DEV,Linux CentOS 8,India,,ANA014,2491930,734461,Alertado,136,FALSE,TRUE
EVT100599,2024-03-05 12:53:04,2024-03-05 15:21:04,10.3.22.207,10.6.48.77,3306.0,TCP,XSS detectado,Web,Media,APP-ERP-PROD,Windows Server 2019,México,user_perez38,ANA015,2044793,935380,Alertado,148,FALSE,TRUE
EVT105110,2024-03-05 10:50:04,2024-03-05 11:31:04,118.130.52.223,10.10.20.15,53.0,SSH,Malware detectado,Malware,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,India,user_martinez42,ANA005,3267344,1080716,Cuarentenado,41,FALSE,TRUE
EVT100254,2024-11-05 20:44:02,2024-11-05 22:21:02,10.0.35.25,10.0.6.143,3306.0,TCP,Escaneo de puertos,Reconocimiento,Media,SRV-MONITOR,Linux Ubuntu 22.04,México,user_sanchez83,ANA008,3394979,862937,Alertado,97,FALSE,TRUE
EVT104863,2024-04-27 10:25:41,2024-04-27 11:20:41,118.113.91.174,10.2.36.241,25.0,TCP,malware detectado,Malware,Alta,APP-CRM-01,Linux Ubuntu 20.04,Ucrania,user_garcia69,ANA003,2933301,1413295,Alertado,55,TRUE,TRUE
EVT104644,2024-08-20 11:43:49,2024-08-20 12:28:49,118.22.30.209,10.1.1.140,443.0,ICMP,Exfiltración de datos,Exfiltración,Crítica,SRV-WEB-01,Linux Ubuntu 22.04,Rumania,user_martinez11,ANA002,4068501,978808,En revisión,45,FALSE,TRUE
EVT105146,12/02/2024 17:09,2024-12-02 19:57:57,78.144.226.210,10.6.34.7,23.0,SSH,Inyección SQL,Web,Alta,SRV-MAIL-01,Windows Server 2019,Brasil,user_gonzalez64,ANA004,1767046,913279,Bloqueado,168,FALSE,TRUE
EVT102168,2024-11-19 10:51:32,2024-11-19 13:05:32,10.7.47.174,10.4.34.221,445.0,UDP,fuerza bruta,Autenticación,Media,FW-PERIMETRO,Fortinet FortiOS,México,user_martinez72,ANA009,3414317,66055,Permitido,134,TRUE,TRUE
EVT104576,2024-01-11 17:43:39,2024-01-11 17:58:39,151.66.195.122,10.1.25.193,1433.0,DNS,Ransomware,Disponibilidad,Crítica,SWITCH-DIST-01,Cisco IOS,Brasil,user_garcia47,ANA009,899843,1118646,Bloqueado,15,FALSE,TRUE
EVT102384,2024-05-15 12:21:32,2024-05-15 14:02:32,10.0.47.128,10.1.0.58,445.0,HTTP,Phishing detectado,Ingeniería social,Alta,WS-FIN-014,Windows 11 Pro,México,user_martinez72,ANA012,1508478,417828,En revisión,101,FALSE,TRUE
EVT104686,2024-05-29 21:41:29,,213.64.134.215,10.10.22.131,3389.0,SMB,Acceso no autorizado,Control de acceso,Alta,SRV-DB-PROD,Linux CentOS 8,Holanda,user_hernandez11,ANA004,902634,1335630,Bloqueado,22,FALSE,TRUE
EVT101877,2024-03-18 10:39:19,2024-03-18 13:58:19,185.54.199.52,10.3.45.183,445.0,SMB,Escaneo de puertos,Reconocimiento,Media,FW-PERIMETRO,Fortinet FortiOS,Alemania,user_gonzalez42,ANA006,2588484,156559,Bloqueado,199,FALSE,TRUE
EVT101315,2024-04-07 6:13:59,2024-04-07 9:05:59,151.64.67.162,10.0.19.103,3306.0,DNS,XSS detectado,Web,Media,SRV-AD-PRIMARY,Windows Server 2022,Rusia,,ANA001,3826486,531442,Alertado,172,FALSE,TRUE
EVT101071,29-Sep-2024 13:38:55,,45.113.16.246,10.6.14.99,22.0,HTTP,Escaneo de red,Reconocimiento,Media,ROUTER-CORE,Cisco IOS,India,,ANA004,115419,1401306,Bloqueado,279,FALSE,FALSE
EVT100584,2024-02-08 3:17:52,2024-02-08 5:53:52,45.134.141.174,10.0.26.28,8080.0,TCP,Phishing detectado,Ingeniería social,Media,SRV-DB-PROD,Linux CentOS 8,Brasil,user_lopez92,ANA007,1266451,590848,Bloqueado,156,FALSE,TRUE
EVT102218,2024-01-10 18:36:01,2024-01-11 0:59:01,118.14.1.154,10.7.17.63,22.0,SMB,XSS detectado,Web,Media,WS-RH-005,Windows 10 Pro,Corea del Norte,user_perez45,ANA007,3148200,911678,Alertado,383,FALSE,TRUE
EVT101255,2024-08-23 18:54:38,2024-08-24 17:11:38,10.8.30.104,10.2.23.28,80.0,RDP,Escaneo de red,Reconocimiento,Baja,WS-FIN-014,Windows 11 Pro,México,user_perez45,ANA003,2147419,1875495,Bloqueado,1337,FALSE,TRUE
EVT102410,2024-06-10 14:42:20,2024-06-10 15:20:20,213.105.118.205,10.9.48.30,445.0,RDP,Movimiento lateral,Post-explotación,Crítica,FW-PERIMETRO,Fortinet FortiOS,Ucrania,user_perez77,ANA007,4225667,1919586,Bloqueado,3256,FALSE,TRUE
EVT104677,2024-01-23 20:21:05,2024-01-24 3:57:05,66.197.124.238,10.6.49.12,445.0,FTP,XSS detectado,Web,Media,FW-PERIMETRO,Fortinet FortiOS,Holanda,user_flores47,ANA015,841024,1897718,Alertado,456,FALSE,TRUE
EVT102986,2024-02-17 8:01:57,2024-02-17 8:05:57,195.244.228.105,10.7.49.210,25.0,RDP,Escalación de privilegios,Control de acceso,Crítica,APP-ERP-PROD,Windows Server 2019,Brasil,user_ramirez52,ANA003,1846804,1859784,Alertado,4,FALSE,TRUE
EVT103194,2024-11-06 10:19:48,2024-11-06 10:43:48,118.227.44.205,10.3.2.73,443.0,UDP,Inyección SQL,Web,Crítica,APP-ERP-PROD,Windows Server 2019,Holanda,user_sanchez99,ANA012,3618381,3811,Cuarentenado,24,FALSE,TRUE
EVT100877,2024-10-26 19:21:06,2024-10-26 22:28:06,118.19.187.219,10.7.34.211,1433.0,SSH,Escaneo de puertos,Reconocimiento,Baja,SRV-WEB-02,Linux Ubuntu 22.04,Estados Unidos,user_garcia69,ANA010,4458381,1556848,En revisión,187,FALSE,TRUE
EVT103652,2024-12-08 18:37:04,2024-12-08 20:08:04,10.6.31.135,10.6.25.247,3389.0,HTTPS,Malware detectado,Malware,Alta,WS-IT-031,macOS Ventura,México,user_lopez21,ANA013,1532923,1489007,Cuarentenado,91,FALSE,TRUE
EVT102005,2024-03-27 19:46:49,2024-03-27 20:12:49,10.4.12.247,10.5.42.252,8443.0,HTTPS,Inyección SQL,Web,Crítica,FW-DMZ,Cisco ASA,México,user_garcia88,ANA003,1497781,907879,Cuarentenado,26,FALSE,TRUE
EVT104271,2024-01-13 20:39:17,2024-01-13 20:53:17,10.8.16.117,10.3.32.60,5432.0,DNS,Inyección SQL,Web,Alta,SRV-WEB-02,Linux Ubuntu 22.04,México,user_lopez87,ANA014,3520553,1900503,Cuarentenado,14,FALSE,TRUE
EVT105089,2024-04-06 15:19:06,2024-04-06 15:44:06,103.61.171.193,10.1.31.33,80.0,FTP,Movimiento lateral,Post-explotación,Crítica,SRV-MONITOR,Linux Ubuntu 22.04,China,user_garcia27,ANA009,4210480,441806,Bloqueado,25,FALSE,TRUE
EVT103997,2024-04-06 12:02:26,2024-04-06 18:15:26,134.139.29.189,10.5.23.98,5432.0,FTP,Escaneo de puertos,Reconocimiento,Media,SRV-MONITOR,Linux Ubuntu 22.04,Rumania,,ANA005,4007475,1324719,Alertado,373,FALSE,TRUE
EVT105211,2024-06-12 14:15:01,2024-06-12 14:32:01,203.178.255.154,10.7.23.35,53.0,SMB,DDoS,Disponibilidad,Crítica,SRV-DB-DEV,Linux CentOS 8,India,,ANA004,1677638,1886508,Alertado,17,FALSE,TRUE
EVT101593,2024-04-15 12:40:40,,185.103.11.171,10.0.20.161,3389.0,FTP,XSS detectado,Web,Media,ROUTER-CORE,Cisco IOS,China,,ANA010,2793886,1271682,En revisión,323,FALSE,FALSE
EVT101514,2024-09-19 10:26:46,,10.5.49.199,10.5.32.6,8080.0,SSH,XSS detectado,Web,media,WS-FIN-022,Windows 11 Pro,México,user_martinez92,ANA011,2246963,228932,Bloqueado,194,FALSE,FALSE
EVT104204,2024-08-08 12:55:26,2024-08-08 13:05:26,167.32.1.152,10.3.29.145,23.0,DNS,Escalación de privilegios,Control de acceso,Crítica,SRV-VPNGATEWAY,Linux Debian 11,Holanda,user_lopez21,ANA001,3619856,1111576,Cuarentenado,10,FALSE,TRUE
EVT102191,2024-09-25 10:02:58,2024-09-25 11:42:58,151.148.209.94,10.4.41.60,443.0,UDP,DDoS,Disponibilidad,Alta,ROUTER-CORE,Cisco IOS,China,user_gonzalez68,ANA004,4825966,201390,Bloqueado,100,FALSE,TRUE
EVT101832,2024-09-10 14:17:04,2024-09-10 19:09:04,134.250.30.176,10.10.44.140,3389.0,SSH,Phishing detectado,Ingeniería social,Media,ROUTER-CORE,Cisco IOS,India,user_sanchez08,ANA009,4594686,1697122,Alertado,292,FALSE,TRUE
EVT102764,2024-08-27 8:27:34,2024-08-27 9:02:34,134.138.19.210,10.9.21.237,443.0,TCP,Escalación de privilegios,Control de acceso,Crítica,WS-FIN-022,Windows 11 Pro,Ucrania,user_perez86,ANA014,1623303,1248601,En revisión,35,FALSE,TRUE
EVT100228,2024-05-06 22:59:23,2024-05-07 6:38:23,45.50.84.207,10.7.34.188,443.0,HTTP,Escaneo de puertos,Reconocimiento,Media,APP-CRM-01,Linux Ubuntu 20.04,Ucrania,user_garcia63,ANA002,1767229,116149,En revisión,459,FALSE,TRUE
EVT105261,2024-11-04 18:16:27,2024-11-04 19:39:27,10.2.33.95,10.5.27.91,23.0,DNS,Login fallido,Autenticación,Baja,SRV-VPNGATEWAY,Linux Debian 11,México,user_hernandez13,ANA014,4142993,1676013,En revisión,83,FALSE,TRUE
EVT104866,2024-07-17 16:11:50,2024-07-17 20:57:50,195.3.160.169,10.7.19.119,8080.0,FTP,Login exitoso,Autenticación,Media,ROUTER-CORE,Cisco IOS,México,,ANA002,3905949,1836871,Permitido,286,TRUE,TRUE
EVT103880,2024-07-07 9:18:55,2024-07-07 17:07:55,10.5.4.227,10.2.28.176,443.0,TCP,Phishing detectado,Ingeniería social,Media,NAS-BACKUP-01,Synology DSM,México,user_gonzalez99,ANA014,2658669,144564,Cuarentenado,469,FALSE,TRUE
EVT102718,2024-03-02 9:30:20,2024-03-03 6:34:20,10.4.28.240,10.4.28.240,8080.0,HTTP,Login fallido,Autenticación,Baja,SRV-DB-DEV,Linux CentOS 8,Alemania,user_martinez72,ANA001,4640963,1220282,Bloqueado,1264,FALSE,TRUE
EVT104617,2024-09-08 14:59:37,2024-09-08 15:15:37,10.10.40.142,10.9.34.68,8080.0,SSH,Ransomware detectado,Malware,Crítica,ROUTER-CORE,Cisco IOS,México,user_perez77,ANA004,1754182,1380353,En revisión,16,FALSE,TRUE
EVT100017,2024-08-27 6:08:07,2024-08-27 22:46:07,66.140.37.62,10.5.21.98,25.0,UDP,Login exitoso,Autenticación,Baja,SRV-DB-DEV,Linux CentOS 8,Rumania,user_gonzalez50,ANA015,2042850,1732525,Alertado,998,TRUE,TRUE
EVT103317,2024-11-29 17:56:31,2024-11-29 18:56:31,103.246.221.94,10.1.46.94,23.0,SMB,DDoS,Disponibilidad,Crítica,WS-FIN-014,Windows 11 Pro,México,user_hernandez33,ANA008,4442949,417089,Cuarentenado,60,FALSE,TRUE
EVT101937,2024-02-07 9:25:26,2024-02-07 10:05:26,151.100.31.166,10.1.13.129,25.0,SSH,Ransomware detectado,Malware,Crítica,SRV-AD-PRIMARY,Windows Server 2022,México,user_sanchez08,ANA004,2691892,142155,En revisión,40,FALSE,TRUE
EVT101598,2024-03-26 16:32:20,2024-03-26 17:19:20,134.20.206.55,10.1.26.150,53.0,UDP,Escalación de privilegios,Control de acceso,Crítica,SRV-DB-DEV,Linux CentOS 8,UCRANIA,,ANA013,4695795,1813634,Alertado,47,TRUE,TRUE
EVT100443,2024-09-05 1:37:00,2024-09-05 1:45:00,134.201.199.59,10.6.45.204,3389.0,HTTP,Inyección SQL,Web,Crítica,SRV-WEB-01,Linux Ubuntu 22.04,,,ANA003,544918,100950,Alertado,8,FALSE,TRUE
EVT105064,2024-07-16 16:43:01,2024-07-16 17:28:01,185.152.151.29,10.2.47.172,53.0,FTP,Escalación de privilegios,Control de acceso,Crítica,SRV-WEB-01,Linux Ubuntu 22.04,México,user_martinez92,ANA010,4797908,1825562,Bloqueado,45,FALSE,TRUE
EVT100037,2024-02-24 8:21:20,2024-02-24 8:23:20,10.9.3.223,10.3.37.196,3389.0,HTTPS,Ransomware detectado,Malware,Crítica,SRV-AD-REPLICA,Windows Server 2022,México,user_martinez08,ANA012,2132731,1682713,Cuarentenado,2,FALSE,TRUE
